Equipment_ID,Equipment_Name,Manufacturer,Hospital_Name,City,Quantity,Unit_Price,Total_Cost,Purchase_Date,Status
EQ0949,CT Scanner,HealthPlus,Max Healthcare,Hyderabad,9,210601.55,1895413.95,2024-10-14,Under Maintenance
EQ0950,ECG Machine,MediCore,Manipal Hospital,Mumbai,19,394591.14,7497231.66,2025-04-23,Operational
EQ0951,X-Ray Machine,NovaHealth,AIIMS,Mumbai,7,288898,2022286,2024-06-04,Out of Service
EQ0952,MRI Scanner,CareEquip,Fortis Hospital,Pune,12,493076.21,5916914.52,2023-12-11,Operational
EQ0953,Patient Monitor,PulseTech,AIIMS,Pune,14,269977.12,3779679.68,2025-04-26,Under Maintenance
EQ0954,Defibrillator,CareEquip,Fortis Hospital,Bangalore,6,356036.36,2136218.16,2024-10-09,Under Maintenance
EQ0955,Patient Monitor,NovaHealth,BLK Hospital,Chennai,20,85124.32,1702486.4,2024-03-14,Out of Service
EQ0956,Defibrillator,MediCore,BLK Hospital,Hyderabad,15,350063.67,5250955.05,2024-05-07,Under Maintenance
EQ0957,Surgical Laser,LifeCare,Fortis Hospital,Pune,6,365650.04,2193900.24,2025-04-16,Operational
EQ0958,ECG Machine,PulseTech,AIIMS,Delhi,10,275438.67,2754386.7,2025-03-28,Out of Service
EQ0959,ECG Machine,MediCore,Apollo Hospital,Pune,3,16195.83,48587.49,2023-08-07,Operational
EQ0960,Defibrillator,NovaHealth,AIIMS,Kolkata,10,113296.95,1132969.5,2024-10-29,Under Maintenance
EQ0961,ECG Machine,MedTech,Fortis Hospital,Delhi,14,84098.16,1177374.24,2023-11-16,Under Maintenance
EQ0962,Patient Monitor,PulseTech,AIIMS,Mumbai,8,103059.86,824478.88,2025-01-01,Out of Service
EQ0963,Ultrasound Device,LifeCare,Max Healthcare,Mumbai,10,51137.86,511378.6,2024-08-09,Out of Service
EQ0964,Patient Monitor,MedTech,Max Healthcare,Chennai,8,368630.84,2949046.72,2025-02-04,Out of Service
EQ0965,Ultrasound Device,NovaHealth,Fortis Hospital,Bangalore,19,358859.43,6818329.17,2023-01-27,Out of Service
EQ0966,Ventilator,MediCore,AIIMS,Pune,15,276977.64,4154664.6,2024-07-04,Under Maintenance
EQ0967,Infusion Pump,PulseTech,AIIMS,Delhi,19,189185.33,3594521.27,2024-05-25,Under Maintenance
EQ0968,Infusion Pump,MediCore,Max Healthcare,Delhi,15,434560.71,6518410.65,2023-10-22,Out of Service
EQ0969,Ultrasound Device,LifeCare,AIIMS,Pune,6,480458.02,2882748.12,2024-01-30,Under Maintenance
EQ0970,CT Scanner,CareEquip,BLK Hospital,Bangalore,16,356109.83,5697757.28,2024-07-04,Under Maintenance
EQ0971,X-Ray Machine,CareEquip,Max Healthcare,Pune,7,206367.67,1444573.69,2024-12-15,Operational
EQ0972,Infusion Pump,MedTech,AIIMS,Delhi,8,234297.61,1874380.88,2024-09-12,Out of Service
EQ0973,Surgical Laser,BioMed,BLK Hospital,Delhi,14,43574.1,610037.4,2024-10-22,Out of Service
EQ0974,Ventilator,PulseTech,Fortis Hospital,Chennai,7,68776.58,481436.06,2023-11-12,Under Maintenance
EQ0975,Ventilator,MedTech,AIIMS,Pune,12,351222.28,4214667.36,2023-10-10,Out of Service
EQ0976,Ventilator,LifeCare,Apollo Hospital,Bangalore,6,122709.61,736257.66,2023-12-19,Out of Service
EQ0977,Infusion Pump,CareEquip,AIIMS,Bangalore,17,339140.08,5765381.36,2025-04-24,Out of Service
EQ0978,MRI Scanner,NovaHealth,BLK Hospital,Pune,19,301638.24,5731126.56,2023-12-07,Under Maintenance
EQ0979,Defibrillator,NovaHealth,AIIMS,Mumbai,12,368955.41,4427464.92,2023-02-11,Out of Service
EQ0980,MRI Scanner,BioMed,Max Healthcare,Kolkata,14,21511.54,301161.56,2024-07-20,Under Maintenance
EQ0981,Ventilator,CareEquip,Manipal Hospital,Hyderabad,8,433812.88,3470503.04,2023-05-09,Under Maintenance
EQ0982,Patient Monitor,MediCore,Apollo Hospital,Mumbai,14,56929.07,797006.98,2024-12-17,Out of Service
EQ0983,Ultrasound Device,CareEquip,Medanta,Chennai,18,102562.04,1846116.72,2024-01-24,Out of Service
EQ0984,Ultrasound Device,PulseTech,Max Healthcare,Delhi,9,416126.91,3745142.19,2023-03-24,Operational
EQ0985,CT Scanner,PulseTech,Manipal Hospital,Mumbai,8,420870.29,3366962.32,2023-09-20,Operational
EQ0986,Defibrillator,CareEquip,Fortis Hospital,Bangalore,4,345104.69,1380418.76,2023-03-03,Operational
EQ0987,Ultrasound Device,BioMed,Medanta,Mumbai,4,233442.35,933769.4,2024-03-06,Out of Service
EQ0988,X-Ray Machine,PulseTech,BLK Hospital,Hyderabad,17,343685.71,5842657.07,2024-09-03,Under Maintenance
EQ0989,CT Scanner,NovaHealth,Max Healthcare,Pune,16,395275.91,6324414.56,2024-02-16,Operational
EQ0990,CT Scanner,LifeCare,BLK Hospital,Hyderabad,3,332060.23,996180.69,2023-10-29,Operational
EQ0991,MRI Scanner,BioMed,AIIMS,Pune,13,334831.11,4352804.43,2025-02-19,Out of Service
EQ0992,Defibrillator,PulseTech,Medanta,Delhi,9,212465.35,1912188.15,2023-08-16,Under Maintenance
EQ0993,ECG Machine,MedTech,Manipal Hospital,Mumbai,1,410307.64,410307.64,2023-03-09,Operational
EQ0994,Infusion Pump,MedTech,Fortis Hospital,Mumbai,2,15801.62,31603.24,2023-11-20,Under Maintenance
EQ0995,Infusion Pump,CareEquip,AIIMS,Bangalore,8,203093.53,1624748.24,2024-06-08,Out of Service
EQ0996,CT Scanner,HealthPlus,Apollo Hospital,Kolkata,15,498395.73,7475935.95,2023-05-29,Out of Service
EQ0997,ECG Machine,CareEquip,Max Healthcare,Hyderabad,7,58253.97,407777.79,2024-05-23,Operational
EQ0998,CT Scanner,PulseTech,AIIMS,Mumbai,19,402416.36,7645910.84,2025-03-05,Out of Service
EQ0999,Defibrillator,CareEquip,Fortis Hospital,Delhi,19,491786.56,9343944.64,2024-03-18,Out of Service
EQ1000,Ventilator,HealthPlus,Max Healthcare,Mumbai,11,252621.12,2778832.32,2023-01-26,Operational
